,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC
ENSG00000164266,487.231148136361,1.32507814632108,0.323812870826479,4.0921108013373,4.27464302853021e-05,0.000169771654759261,1.32507814632108,2.50546458682779
ENSG00000164291,26.5756980073218,1.2928265715036,0.361304176328103,3.57822205279346,0.00034593949278871,0.00112683324492877,1.2928265715036,2.45007611884589
ENSG00000164300,1113.69582567519,1.21447185483193,0.219209120309036,5.54024327600876,3.02051742289795e-08,2.21357358487329e-07,1.21447185483193,2.32055815790515
ENSG00000164306,28.7305664715921,1.26488529745669,0.343234738659075,3.68519020655732,0.000228531905558789,0.000776362908545198,1.26488529745669,2.40308103271176
ENSG00000164330,62.6453702982321,2.46566479396605,0.510394374683887,4.83090119379384,1.35916445462309e-06,7.24526229224172e-06,2.46566479396605,5.52381420115547
ENSG00000164414,73.9180772334689,1.22492608268019,0.222585901845769,5.50316112800776,3.73041191560837e-08,2.69655015508984e-07,1.22492608268019,2.33743473422587
ENSG00000164440,68.5051731861783,2.36066676709063,0.409136776525273,5.76987184368846,7.93318411342634e-09,6.42022019838931e-08,2.36066676709063,5.13607677074255
ENSG00000164494,102.528890797826,1.03196729141472,0.193345328829013,5.33743068769638,9.42729228549402e-08,6.30197982353258e-07,1.03196729141472,2.04481070102488
ENSG00000164506,570.190455083896,1.05513778376237,0.158288009583177,6.66593626731989,2.62983371100747e-11,3.12205135326514e-10,1.05513778376237,2.07791664735674
ENSG00000164535,230.116438799788,1.18190205870582,0.146439278086539,8.07093611870561,6.97612116902258e-16,1.6133621765128e-14,1.18190205870582,2.26875694388053
ENSG00000164548,819.966176904831,-1.38930716752385,0.114744281614464,-12.10785538047,9.59706881394065e-34,1.538857994086e-31,1.38930716752385,-2.61952851664713
ENSG00000164604,17.3950031962865,-2.416775679064,0.499315402386797,-4.84017850743534,1.29722553856436e-06,6.94587458894701e-06,2.416775679064,-5.33976288265518
ENSG00000164626,15.8474264830931,-2.85927962169759,0.442494786863104,-6.46172498882381,1.03516101208116e-10,1.12762128631359e-09,2.85927962169759,-7.25652894829642
ENSG00000164674,33.949620468431,-1.06503557603683,0.33589616837215,-3.17072856531321,0.00152057154963627,0.00423492206019586,1.06503557603683,-2.09222147193709
ENSG00000164683,71.0405733733083,-3.18961915859829,0.440715988866582,-7.23735748004341,4.57511101960238e-13,7.11776004162203e-12,3.18961915859829,-9.12370094226355
ENSG00000164684,172.672021108148,-1.73850347806603,0.504102703766805,-3.44870889419044,0.000563273594933688,0.00173454728950271,1.73850347806603,-3.33688849415896
ENSG00000164687,734.022552796554,-1.13744523668625,0.315578279701854,-3.60432041698454,0.000312970759585611,0.00102863797616195,1.13744523668625,-2.199911118465
ENSG00000164691,377.969411190653,-1.57749708099198,0.199674128116417,-7.90035792755406,2.78103665039085e-15,5.96163043807494e-14,1.57749708099198,-2.98451619216385
ENSG00000164713,3188.43682999555,1.02252902329018,0.171705327366384,5.95513860270804,2.59851511719296e-09,2.24173190813217e-08,1.02252902329018,2.03147698950992
ENSG00000164885,68.6827160689897,1.50595957444601,0.294077929132205,5.12095409162446,3.03993653923568e-07,1.83709933773107e-06,1.50595957444601,2.84013513294641
ENSG00000164904,17.944709372563,-1.17341636899637,0.375683367072576,-3.12341847375342,0.00178763381695834,0.00489536664974286,1.17341636899637,-2.25545166498693
