Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC
ENSG00000111266,251.0019025,1.380597434,0.196047306,7.042164768,1.89E-12,1.78E-11,1.380597434,2.60376173
ENSG00000111305,12.47031769,-1.317307849,0.43668242,-3.016626706,0.002556044,0.006403954,1.317307849,-2.492006531
ENSG00000111344,289.5099435,-2.106493137,0.205406649,-10.25523345,1.12E-24,2.96E-23,2.106493137,-4.306432259
ENSG00000111424,897.1844348,1.112546669,0.255422139,4.355717449,1.33E-05,5.24E-05,1.112546669,2.162269981
ENSG00000111452,23.06654871,-1.730022907,0.539727319,-3.205364719,0.001348914,0.003592127,1.730022907,-3.317330855
ENSG00000111490,177.0002303,2.736547415,0.29289509,9.343097598,9.36E-21,1.88E-19,2.736547415,6.664734547
ENSG00000111554,104.1526308,1.17823804,0.230507175,5.111502673,3.20E-07,1.64E-06,1.17823804,2.263002284
ENSG00000111640,12834.80137,1.304892393,0.083920847,15.54908506,1.61E-54,2.04E-52,1.304892393,2.470652988
ENSG00000111644,28.31186433,-1.653229217,0.281939204,-5.863779116,4.52E-09,2.94E-08,1.653229217,-3.145368869
ENSG00000111666,279.263372,-1.217566034,0.186262913,-6.536814083,6.28E-11,4.99E-10,1.217566034,-2.32554045
ENSG00000111676,351.611265,1.467523889,0.251175751,5.842617692,5.14E-09,3.31E-08,1.467523889,2.765468461
ENSG00000111696,13.36446343,-1.537660279,0.422979404,-3.635307687,0.000277649,0.000856595,1.537660279,-2.903232835
ENSG00000111726,497.7273118,1.137664636,0.100816262,11.28453498,1.56E-29,5.75E-28,1.137664636,2.200245697
ENSG00000111729,29.71476792,1.995651792,0.369985036,5.393871639,6.90E-08,3.88E-07,1.995651792,3.987962358
ENSG00000111859,38.32037298,1.279998277,0.495486435,2.583316487,0.009785551,0.0209754,1.279998277,2.428386869
ENSG00000111863,260.2017481,3.143725653,0.378122959,8.314030068,9.25E-17,1.32E-15,3.143725653,8.838035054
ENSG00000111906,87.4839929,-1.117619442,0.234980284,-4.756226451,1.97E-06,8.86E-06,1.117619442,-2.16988629
ENSG00000111912,486.0314633,-1.660499383,0.465802549,-3.564813858,0.000364115,0.001098555,1.660499383,-3.161259315
ENSG00000111913,123.4155647,1.773944003,0.291176023,6.092342314,1.11E-09,7.65E-09,1.773944003,3.419875969
ENSG00000111961,563.7651745,1.516472558,0.167907408,9.031600074,1.69E-19,3.05E-18,1.516472558,2.860906916
ENSG00000112096,189134.4444,4.233580449,0.195140853,21.69499821,2.29E-104,1.10E-101,4.233580449,18.81198849
ENSG00000112137,1003.943332,1.033340685,0.182006339,5.677498314,1.37E-08,8.34E-08,1.033340685,2.046758214
ENSG00000112159,176.774324,-1.068937245,0.264276494,-4.04476853,5.24E-05,0.000187124,1.068937245,-2.097887399
ENSG00000112294,17.5050527,-2.733745533,0.402880044,-6.785507437,1.16E-11,1.00E-10,2.733745533,-6.651803418
ENSG00000112299,604.2024422,3.12542371,0.347778095,8.986833138,2.54E-19,4.51E-18,3.12542371,8.726624437
ENSG00000112303,419.2332126,3.411321471,0.272114883,12.53632816,4.72E-36,2.61E-34,3.411321471,10.6392273
ENSG00000112378,27.93564826,1.363001531,0.350149498,3.892627397,9.92E-05,0.000335552,1.363001531,2.572197696
ENSG00000112394,376.8997919,3.894538172,0.394384814,9.8749699,5.34E-23,1.28E-21,3.894538172,14.87211753
ENSG00000112419,439.8883921,1.331664893,0.298270638,4.464619448,8.02E-06,3.28E-05,1.331664893,2.51692965
ENSG00000112425,72.92852121,-1.42029537,0.161879691,-8.773771217,1.73E-18,2.84E-17,1.42029537,-2.676403007
ENSG00000112511,301.5740263,1.213444643,0.167317546,7.252345468,4.10E-13,4.17E-12,1.213444643,2.318906488
ENSG00000112514,271.1908424,-1.104528864,0.166815765,-6.621249886,3.56E-11,2.92E-10,1.104528864,-2.150286454
ENSG00000112576,364.8369131,1.466796381,0.286379627,5.121860079,3.03E-07,1.56E-06,1.466796381,2.76407427
ENSG00000112658,547.7999797,1.033107054,0.160236268,6.447398374,1.14E-10,8.78E-10,1.033107054,2.046426788
ENSG00000112759,321.1869979,-3.507933035,0.275667202,-12.72524627,4.28E-37,2.44E-35,3.507933035,-11.37609123
ENSG00000112763,393.9966062,1.371421589,0.18926064,7.246206004,4.29E-13,4.35E-12,1.371421589,2.58725381
ENSG00000112773,969.5159872,-2.968623471,0.316310855,-9.385145745,6.28E-21,1.28E-19,2.968623471,-7.827889937
ENSG00000112799,1291.771914,-2.635621802,0.247256657,-10.65945738,1.58E-26,4.68E-25,2.635621802,-6.214428843
ENSG00000113070,755.0658622,3.443345565,0.727458572,4.733390597,2.21E-06,9.86E-06,3.443345565,10.87803121
ENSG00000113302,249.9828502,7.017570849,0.953766646,7.357744036,1.87E-13,1.99E-12,7.017570849,129.5684676
ENSG00000113580,4605.345555,1.327854306,0.133926436,9.914803564,3.59E-23,8.70E-22,1.327854306,2.510290462
ENSG00000113657,2612.771448,3.851755307,0.630004405,6.113854562,9.73E-10,6.71E-09,3.851755307,14.4375627
ENSG00000113790,27.87921004,-1.289388055,0.315097166,-4.092033175,4.28E-05,0.000155501,1.289388055,-2.444243566
ENSG00000113811,815.3424219,1.163308076,0.140663435,8.270152645,1.34E-16,1.88E-15,1.163308076,2.239703997
ENSG00000113916,1641.639796,1.514830958,0.228745445,6.622343717,3.54E-11,2.90E-10,1.514830958,2.857653425
ENSG00000114013,905.214497,-1.151408377,0.1896746,-6.070440506,1.28E-09,8.71E-09,1.151408377,-2.221306353
ENSG00000114251,413.1810261,5.726814191,0.355611086,16.10414977,2.39E-58,3.77E-56,5.726814191,52.95937498
ENSG00000114315,102.847731,4.378543477,0.573641169,7.632896164,2.30E-14,2.69E-13,4.378543477,20.80045925
ENSG00000114374,35.36533959,-1.039319655,0.319936485,-3.248518706,0.001160076,0.003138599,1.039319655,-2.055258208
ENSG00000114388,39.06172535,-1.073755735,0.23885432,-4.495441961,6.94E-06,2.87E-05,1.073755735,-2.104905894
ENSG00000114423,208.7105857,-1.614248043,0.227829727,-7.085326664,1.39E-12,1.34E-11,1.614248043,-3.061519863
ENSG00000114446,117.5043367,2.481359184,0.294767168,8.418031082,3.83E-17,5.67E-16,2.481359184,5.584233176
ENSG00000114450,4906.181027,-1.145157631,0.123536082,-9.269823131,1.86E-20,3.66E-19,1.145157631,-2.211702947
ENSG00000114455,28.18757158,5.516788603,0.827684492,6.665327981,2.64E-11,2.20E-10,5.516788603,45.78453938
ENSG00000114541,408.8944137,-1.579166472,0.269649627,-5.856364388,4.73E-09,3.06E-08,1.579166472,-2.987971675
ENSG00000114737,339.6562407,3.538956386,0.523886316,6.755199133,1.43E-11,1.22E-10,3.538956386,11.62336901
ENSG00000114770,453.2508153,-2.918727836,0.23816508,-12.25506208,1.58E-34,8.01E-33,2.918727836,-7.561790269
ENSG00000114779,105.1813717,-1.355696433,0.23186467,-5.846929743,5.01E-09,3.23E-08,1.355696433,-2.559206271
ENSG00000114784,1718.832243,1.291131283,0.135958996,9.496475576,2.17E-21,4.53E-20,1.291131283,2.447198763
ENSG00000114841,20.64152716,-1.183961559,0.427093342,-2.772137712,0.005568947,0.01277607,1.183961559,-2.27199799
ENSG00000114853,51.75049075,-1.034444076,0.180525991,-5.730167014,1.00E-08,6.21E-08,1.034444076,-2.048324199
ENSG00000115008,9400.891961,8.924864782,0.691001066,12.91584806,3.66E-38,2.29E-36,8.924864782,486.0176114
ENSG00000115009,3791.278659,7.821186114,0.692969081,11.2864864,1.53E-29,5.65E-28,7.821186114,226.1578266
ENSG00000115042,25.2860832,-1.014072906,0.288507119,-3.514897341,0.000439924,0.001303727,1.014072906,-2.019604652
ENSG00000115084,1028.220616,1.056183528,0.14513576,7.277210845,3.41E-13,3.50E-12,1.056183528,2.079423381
ENSG00000115112,15.83148538,-4.480544992,0.611851029,-7.322934467,2.43E-13,2.55E-12,4.480544992,-22.32433031
ENSG00000115232,346.8459717,-1.793938142,0.208679647,-8.596612895,8.21E-18,1.29E-16,1.793938142,-3.467601571
ENSG00000115295,724.1030964,-1.088613918,0.22006251,-4.946839507,7.54E-07,3.64E-06,1.088613918,-2.12669614
ENSG00000115306,245.4930483,-4.068044241,0.34512719,-11.78708709,4.55E-32,1.94E-30,4.068044241,-16.77271395
ENSG00000115318,106.5233953,-1.253266367,0.187675686,-6.67783021,2.43E-11,2.02E-10,1.253266367,-2.383805234
ENSG00000115414,4130.089841,-8.18815795,0.319501569,-25.62791158,7.46E-145,6.90E-142,8.18815795,-291.6628748
ENSG00000115520,749.1096537,1.440013781,0.093981851,15.32225382,5.43E-53,6.53E-51,1.440013781,2.713234573
ENSG00000115590,115.4512933,-2.562961123,0.477767655,-5.364450893,8.12E-08,4.53E-07,2.562961123,-5.909193014
ENSG00000115598,8.81779517,-3.170748711,0.575179076,-5.512628755,3.54E-08,2.05E-07,3.170748711,-9.005140037
ENSG00000115602,39.54787267,1.534932027,0.570534604,2.690339929,0.007137927,0.015902317,1.534932027,2.897747777
ENSG00000115648,21.37927205,-5.324325998,0.912405507,-5.835482096,5.36E-09,3.45E-08,5.324325998,-40.06653928
ENSG00000115652,1707.86515,1.619893002,0.138348564,11.70878078,1.15E-31,4.80E-30,1.619893002,3.073522405
ENSG00000115718,35.87150938,-7.948756278,0.924351956,-8.599274575,8.02E-18,1.26E-16,7.948756278,-247.0666166
ENSG00000115828,1059.166527,2.873811717,0.256261074,11.21439035,3.47E-29,1.23E-27,2.873811717,7.329992473
ENSG00000115884,10.22058194,-1.688900927,0.470299956,-3.591114363,0.000329267,0.001002219,1.688900927,-3.224109911
ENSG00000115904,895.6764158,1.049869295,0.217134662,4.835106877,1.33E-06,6.16E-06,1.049869295,2.070342271
ENSG00000115919,13018.64354,3.271776457,0.163222378,20.04490131,2.24E-89,8.15E-87,3.271776457,9.658348071
ENSG00000115956,11200.58037,1.968831127,0.22328354,8.817627681,1.17E-18,1.95E-17,1.968831127,3.914508367
ENSG00000115970,220.5833669,-1.383872874,0.14715575,-9.404137247,5.25E-21,1.07E-19,1.383872874,-2.609679927
ENSG00000116005,292.7015335,-1.721075941,0.251892802,-6.832572944,8.34E-12,7.34E-11,1.721075941,-3.296821873
ENSG00000116016,506.8990088,-2.691184892,0.29906381,-8.998697933,2.28E-19,4.07E-18,2.691184892,-6.45843624
ENSG00000116106,11.75149685,-1.270949437,0.55182262,-2.303184738,0.021268451,0.041447803,1.270949437,-2.413203261
ENSG00000116260,1236.94868,1.111850918,0.206704472,5.378939842,7.49E-08,4.20E-07,1.111850918,2.16122746
ENSG00000116285,64.80533557,1.446181897,0.311979003,4.635510345,3.56E-06,1.53E-05,1.446181897,2.724859601
ENSG00000116353,26.88381796,-1.243615409,0.267609133,-4.647133663,3.37E-06,1.46E-05,1.243615409,-2.367911906
ENSG00000116396,63.65579489,-1.513428339,0.2434591,-6.216355605,5.09E-10,3.62E-09,1.513428339,-2.854876504
ENSG00000116514,2665.069826,2.05708261,0.154067366,13.35183861,1.16E-40,8.27E-39,2.05708261,4.161439347
ENSG00000116574,2214.916866,2.910403269,0.275182869,10.57625165,3.84E-26,1.10E-24,2.910403269,7.518283248
ENSG00000116663,309.6220553,1.328364432,0.303672742,4.37432884,1.22E-05,4.84E-05,1.328364432,2.511178239
ENSG00000116667,139.4480309,2.527182808,0.298843957,8.456529735,2.75E-17,4.13E-16,2.527182808,5.764449378
ENSG00000116670,319.3969834,1.37175612,0.195276515,7.024685583,2.15E-12,2.00E-11,1.37175612,2.587853808
ENSG00000116701,19098.92219,1.164261659,0.10682508,10.89876704,1.17E-27,3.71E-26,1.164261659,2.241184871
ENSG00000116711,977.8455536,1.237618311,0.154055641,8.033579939,9.47E-16,1.26E-14,1.237618311,2.358089229
ENSG00000116717,62.49956471,1.424195172,0.30260834,4.706397615,2.52E-06,1.11E-05,1.424195172,2.683647476
ENSG00000116741,161.4763369,-1.394233343,0.287941354,-4.842074,1.28E-06,5.97E-06,1.394233343,-2.628488355
ENSG00000116809,287.0266876,1.689682125,0.183818108,9.19214185,3.85E-20,7.36E-19,1.689682125,3.225856193
ENSG00000116985,17.6398097,-1.110212699,0.356687292,-3.112565891,0.001854686,0.004787391,1.110212699,-2.158774721
ENSG00000117009,2763.589972,1.72773413,0.119102688,14.5062564,1.11E-47,1.07E-45,1.72773413,3.312072217
ENSG00000117020,1091.006012,2.404273372,0.153650046,15.64772305,3.44E-55,4.60E-53,2.404273372,5.293688749
ENSG00000117036,1992.216252,1.640129137,0.147436482,11.12431005,9.55E-29,3.33E-27,1.640129137,3.116937306
ENSG00000117090,1389.530928,6.97357701,0.753730464,9.252083263,2.20E-20,4.29E-19,6.97357701,125.677015
ENSG00000117091,5361.914763,2.030487726,0.194705285,10.42851881,1.84E-25,5.13E-24,2.030487726,4.085429414
ENSG00000117115,132.0499494,-2.707376298,0.326434221,-8.293788224,1.10E-16,1.55E-15,2.707376298,-6.531327712
ENSG00000117153,1258.703453,1.641199325,0.197106121,8.326475705,8.33E-17,1.20E-15,1.641199325,3.119250302
ENSG00000117228,3681.580984,2.428408411,0.404906736,5.997451251,2.00E-09,1.34E-08,2.428408411,5.382992484
ENSG00000117298,771.9816897,1.208517193,0.193460589,6.246839216,4.19E-10,3.03E-09,1.208517193,2.310999893
ENSG00000117318,58.91780677,-1.417552346,0.470495496,-3.01289249,0.002587706,0.006471148,1.417552346,-2.671319145
ENSG00000117394,60.44183052,1.345351478,0.286892613,4.689390441,2.74E-06,1.20E-05,1.345351478,2.540920925
ENSG00000117480,15.97179043,-1.102510876,0.371818677,-2.965184226,0.003025017,0.007442483,1.102510876,-2.147280816
ENSG00000117519,7.720812891,1.54331324,0.50506448,3.055675661,0.00224554,0.005692409,1.54331324,2.914630988
ENSG00000117525,1601.009077,6.267953015,0.862162319,7.270038227,3.59E-13,3.68E-12,6.267953015,77.06228265
ENSG00000117533,371.801271,1.046880865,0.162505415,6.442129095,1.18E-10,9.05E-10,1.046880865,2.066058157
ENSG00000117560,20.24379825,-1.34602171,0.530408015,-2.537709972,0.011158041,0.023529125,1.34602171,-2.542101633
ENSG00000117586,15.12463148,1.422436035,0.49577166,2.869135431,0.004115955,0.009790047,1.422436035,2.68037719
ENSG00000117594,267.7793234,3.783016862,0.43812948,8.634472304,5.90E-18,9.31E-17,3.783016862,13.76580298
ENSG00000117632,171.1999142,-2.092300757,0.378618845,-5.52614004,3.27E-08,1.90E-07,2.092300757,-4.264275821
ENSG00000117643,26.54363647,-1.752650306,0.304700273,-5.752047046,8.82E-09,5.51E-08,1.752650306,-3.369770422
ENSG00000117877,36.8900018,-1.43134353,0.272848478,-5.245928222,1.55E-07,8.32E-07,1.43134353,-2.696977583
ENSG00000117984,20082.97054,-1.213107534,0.247548311,-4.90048803,9.56E-07,4.54E-06,1.213107534,-2.318364701
ENSG00000118113,20.34750315,3.076374763,0.408042041,7.539357363,4.72E-14,5.35E-13,3.076374763,8.434922206
ENSG00000118242,692.6600647,1.33436727,0.269586458,4.949682108,7.43E-07,3.59E-06,1.33436727,2.521648643
ENSG00000118263,307.9766948,-1.950151251,0.228743483,-8.525494252,1.52E-17,2.34E-16,1.950151251,-3.86415041
ENSG00000118308,43.39358379,-1.849393783,0.321851153,-5.746115132,9.13E-09,5.69E-08,1.849393783,-3.603487354
ENSG00000118418,154.0943522,-1.331307626,0.183673055,-7.24824675,4.22E-13,4.29E-12,1.331307626,-2.51630644
ENSG00000118503,6287.344425,2.889987432,0.174235436,16.58668005,8.70E-62,1.54E-59,2.889987432,7.412639922
ENSG00000118557,29.35615423,-2.617669853,0.415868456,-6.294465985,3.08E-10,2.27E-09,2.617669853,-6.137579696
ENSG00000118640,1313.740176,-1.085455855,0.20394371,-5.322330633,1.02E-07,5.64E-07,1.085455855,-2.122045889
ENSG00000118689,1250.504291,1.1002906,0.182619441,6.025046381,1.69E-09,1.14E-08,1.1002906,2.14397874
ENSG00000118690,9.714462942,-2.033170383,0.456326768,-4.455514177,8.37E-06,3.42E-05,2.033170383,-4.093033238
ENSG00000118777,86.13430245,-3.616945503,0.320225363,-11.2950001,1.39E-29,5.17E-28,3.616945503,-12.26899781
ENSG00000118849,185.8761143,-2.991149513,0.541446939,-5.524363147,3.31E-08,1.92E-07,2.991149513,-7.95107271
ENSG00000118971,128.1082207,1.559529561,0.489447992,3.186302908,0.001441036,0.003818,1.559529561,2.947577121
ENSG00000118976,8.444148268,2.990815089,1.006025724,2.972901207,0.002949994,0.007280243,2.990815089,7.949229821
ENSG00000119138,1056.545738,1.603813723,0.168120663,9.539658551,1.43E-21,3.03E-20,1.603813723,3.03945724
ENSG00000119139,1349.746085,1.528592708,0.181847893,8.405886296,4.25E-17,6.26E-16,1.528592708,2.885042774
ENSG00000119401,29.77885716,-1.508482797,0.277644183,-5.433151085,5.54E-08,3.16E-07,1.508482797,-2.845106774
ENSG00000119457,13.73113648,-2.660840708,0.736228683,-3.614149748,0.000301335,0.000923745,2.660840708,-6.324014644
ENSG00000119535,919.1323698,-3.008056217,0.410738351,-7.323533852,2.42E-13,2.54E-12,3.008056217,-8.044798116
ENSG00000119537,537.7574003,-1.061670234,0.186684266,-5.686982919,1.29E-08,7.91E-08,1.061670234,-2.087346682
ENSG00000119599,33.64008413,-1.455730044,0.251086592,-5.797721157,6.72E-09,4.27E-08,1.455730044,-2.74295327
ENSG00000119673,116.1013735,-1.956255719,0.345342645,-5.664680424,1.47E-08,8.96E-08,1.956255719,-3.88053541
ENSG00000119681,112.5976238,2.276545011,0.468625275,4.857921953,1.19E-06,5.54E-06,2.276545011,4.845162362
ENSG00000119686,2081.788969,1.194640313,0.17865385,6.686899353,2.28E-11,1.91E-10,1.194640313,2.288877596
ENSG00000119714,1182.151508,2.754946107,0.251744774,10.94340934,7.15E-28,2.34E-26,2.754946107,6.750274201
ENSG00000119729,5189.66371,1.667117599,0.138302362,12.05415129,1.84E-33,8.60E-32,1.667117599,3.175794584
ENSG00000119772,168.8914008,-1.610905028,0.235601943,-6.837401279,8.06E-12,7.10E-11,1.610905028,-3.054433917
ENSG00000119866,215.4172846,1.46978676,0.289448097,5.077894018,3.82E-07,1.92E-06,1.46978676,2.76980951
ENSG00000119927,57.48361616,-1.387520309,0.23261922,-5.96477071,2.45E-09,1.63E-08,1.387520309,-2.616286093
ENSG00000119950,230.8566608,-2.8703885,0.41764886,-6.87273155,6.30E-12,5.61E-11,2.8703885,-7.312620534
ENSG00000119986,159.5565587,-2.269380078,0.371608567,-6.10691001,1.02E-09,7.00E-09,2.269380078,-4.821159226
ENSG00000120129,2453.203381,2.102811717,0.205952978,10.21015446,1.79E-24,4.67E-23,2.102811717,4.295457259
ENSG00000120162,400.6695244,4.209375825,0.721854299,5.831337197,5.50E-09,3.53E-08,4.209375825,18.49900571
ENSG00000120217,3484.126122,5.641965696,0.40374903,13.97394242,2.25E-44,1.92E-42,5.641965696,49.93452339
ENSG00000120254,60.32002779,-1.214667691,0.300392271,-4.043605012,5.26E-05,0.000188,1.214667691,-2.320873179
ENSG00000120278,12.59133356,2.431759039,0.571600895,4.254295368,2.10E-05,8.01E-05,2.431759039,5.395508897
ENSG00000120280,275.8796711,-1.47809298,0.326016455,-4.533798706,5.79E-06,2.41E-05,1.47809298,-2.785802498
ENSG00000120457,290.9197371,-8.077185136,0.511217692,-15.79989359,3.12E-56,4.46E-54,8.077185136,-270.069168
ENSG00000120539,172.8783904,1.038712866,0.237563316,4.372362218,1.23E-05,4.88E-05,1.038712866,2.05439396
ENSG00000120594,3531.969316,-1.936286684,0.240388963,-8.054806933,7.96E-16,1.06E-14,1.936286684,-3.827193075
ENSG00000120696,120.7354472,-1.080888319,0.31661891,-3.413846373,0.000640527,0.00183099,1.080888319,-2.115338169
ENSG00000120705,2984.037632,1.038315237,0.069334926,14.9753565,1.06E-50,1.17E-48,1.038315237,2.053827815
ENSG00000120708,4761.147259,-1.578701332,0.429795136,-3.673148434,0.00023958,0.00074875,1.578701332,-2.987008478
ENSG00000120784,18.1766384,-1.103055288,0.347389423,-3.175270212,0.00149697,0.00395053,1.103055288,-2.148091262
ENSG00000120833,83.53684108,3.384477599,0.40834772,8.288224555,1.15E-16,1.63E-15,3.384477599,10.44309616
ENSG00000120875,172.1904864,2.866581486,0.447390508,6.407336404,1.48E-10,1.12E-09,2.866581486,7.293349277
ENSG00000120885,23.04766376,2.577238576,0.457610568,5.631947239,1.78E-08,1.07E-07,2.577238576,5.967962937
ENSG00000120896,688.3773675,-2.084603292,0.154467607,-13.49540747,1.66E-41,1.26E-39,2.084603292,-4.241584467
ENSG00000120910,536.5454421,2.286140605,0.115175476,19.84919607,1.12E-87,3.96E-85,2.286140605,4.877495715
ENSG00000121039,63.84897899,-1.057872069,0.162475362,-6.510969132,7.47E-11,5.87E-10,1.057872069,-2.081858578
ENSG00000121316,1655.023198,-1.334288348,0.198860692,-6.709663607,1.95E-11,1.64E-10,1.334288348,-2.521510702
ENSG00000121380,17.29126541,2.661609799,0.64704274,4.113499207,3.90E-05,0.000142667,2.661609799,6.327386832
ENSG00000121594,490.7012712,6.305086845,0.329393001,19.14153255,1.14E-81,3.42E-79,6.305086845,79.07155247
ENSG00000121691,995.1887539,-1.937363208,0.176928095,-10.95000319,6.64E-28,2.19E-26,1.937363208,-3.830049951
ENSG00000121742,15.67851643,3.751648947,0.513761348,7.302318405,2.83E-13,2.94E-12,3.751648947,13.46972925
ENSG00000121743,109.2459403,5.912461667,0.538943052,10.97047572,5.30E-28,1.76E-26,5.912461667,60.23214227
ENSG00000121769,208.0846497,-3.956468154,0.676649756,-5.847143397,5.00E-09,3.23E-08,3.956468154,-15.52442742
ENSG00000121797,3143.530847,1.231291833,0.124355494,9.901386702,4.11E-23,9.93E-22,1.231291833,2.347771223
ENSG00000121807,183.0061638,-1.45259508,0.504957943,-2.876665472,0.004019014,0.009582209,1.45259508,-2.736999328
ENSG00000121933,47.02688953,-3.820248805,0.392175806,-9.741163912,2.01E-22,4.54E-21,3.820248805,-14.12568382
ENSG00000121966,2216.039049,-1.700938134,0.401431322,-4.237183397,2.26E-05,8.60E-05,1.700938134,-3.251122989
ENSG00000122025,50.8739242,1.143785465,0.315661258,3.623458493,0.00029069,0.000893619,1.143785465,2.209600368
ENSG00000122122,701.1405401,-1.08203935,0.292949762,-3.693600374,0.000221101,0.000695154,1.08203935,-2.117026532
ENSG00000122224,170.1624551,-4.157974797,0.259330397,-16.03350338,7.46E-58,1.15E-55,4.157974797,-17.8515173
ENSG00000122254,627.7512906,-6.476961174,0.362111917,-17.88662807,1.50E-71,3.34E-69,6.476961174,-89.07577181
ENSG00000122515,663.0370699,1.543605759,0.13948694,11.06631026,1.83E-28,6.24E-27,1.543605759,2.915222014
ENSG00000122547,374.4442646,-1.208479293,0.179521666,-6.731662664,1.68E-11,1.43E-10,1.208479293,-2.310939183
ENSG00000122591,419.9453218,1.211735312,0.193954162,6.247534463,4.17E-10,3.01E-09,1.211735312,2.316160633
ENSG00000122641,7680.528366,9.660273602,0.780308663,12.38006709,3.35E-35,1.74E-33,9.660273602,809.1557424
ENSG00000122642,30.13431563,-1.991757116,0.472200049,-4.218036656,2.46E-05,9.30E-05,1.991757116,-3.977211037
ENSG00000122644,272.7800011,1.443668298,0.354928953,4.067485298,4.75E-05,0.00017101,1.443668298,2.720116228
ENSG00000122729,543.9390648,1.272846962,0.109404975,11.63426953,2.76E-31,1.11E-29,1.272846962,2.416379348
ENSG00000122861,851.0608326,1.170055128,0.129982502,9.001635714,2.22E-19,3.97E-18,1.170055128,2.250202952
ENSG00000122862,23927.21037,1.424525635,0.1255212,11.34888477,7.51E-30,2.85E-28,1.424525635,2.684262263
ENSG00000122971,103.6639873,-1.298098112,0.208038847,-6.239690965,4.38E-10,3.16E-09,1.298098112,-2.459044959
ENSG00000122986,628.0639489,-2.136734534,0.340932414,-6.267325848,3.67E-10,2.67E-09,2.136734534,-4.397655322
ENSG00000123094,83.97788667,1.518506962,0.314098527,4.83449246,1.33E-06,6.17E-06,1.518506962,2.864944045
ENSG00000123124,659.1694065,-1.228906956,0.179605572,-6.842254083,7.80E-12,6.87E-11,1.228906956,-2.343893397
ENSG00000123179,24.06284521,-1.351537951,0.275985193,-4.897139353,9.72E-07,4.61E-06,1.351537951,-2.551840134
ENSG00000123240,1330.712548,1.757342763,0.280058925,6.27490362,3.50E-10,2.55E-09,1.757342763,3.380748657
ENSG00000123358,18.7753276,-1.284774992,0.543884542,-2.362220092,0.018165854,0.036067782,1.284774992,-2.436440502
ENSG00000123360,33.83211665,-1.667892515,0.344598876,-4.84009853,1.30E-06,6.03E-06,1.667892515,-3.177500858
ENSG00000123384,7564.910762,-1.135274172,0.298881937,-3.798403424,0.000145631,0.000475913,1.135274172,-2.196603034
ENSG00000123610,10268.91255,8.567317685,0.355793451,24.07946987,4.10E-128,2.60E-125,8.567317685,379.332109
ENSG00000123685,34.33653942,2.02000962,0.51561419,3.917676552,8.94E-05,0.000304849,2.02000962,4.055864964
ENSG00000123689,2306.78684,6.326085376,0.397590893,15.91104196,5.31E-57,7.79E-55,6.326085376,80.23086108
ENSG00000123700,532.4973896,1.558966757,0.253661553,6.145853563,7.95E-10,5.54E-09,1.558966757,2.946427478
ENSG00000123728,2144.678739,1.040036704,0.136603339,7.613552566,2.67E-14,3.10E-13,1.040036704,2.056279967
ENSG00000123836,64.09375552,-2.03963351,0.242685534,-8.4044297,4.30E-17,6.32E-16,2.03963351,-4.111410745
ENSG00000123892,100.0760165,1.961493411,0.558484547,3.512171328,0.000444461,0.001315229,1.961493411,3.894649265
ENSG00000123908,1564.981308,1.309881903,0.194835373,6.723018951,1.78E-11,1.51E-10,1.309881903,2.479212447
ENSG00000124145,2298.76405,1.9610127,0.245946869,7.973318403,1.54E-15,2.01E-14,1.9610127,3.893351769
ENSG00000124181,16.75186824,-1.271037994,0.375498012,-3.38493934,0.00071194,0.002018814,1.271037994,-2.413351395
ENSG00000124201,2544.173253,1.169720175,0.195064406,5.996584399,2.02E-09,1.35E-08,1.169720175,2.249680579
ENSG00000124216,49.1101203,2.42601429,0.726009382,3.341574295,0.000833047,0.002328737,2.42601429,5.374066933
ENSG00000124313,83.07029533,-1.634780324,0.214495042,-7.621529677,2.51E-14,2.93E-13,1.634780324,-3.105402612
ENSG00000124370,29.9915273,-1.186103071,0.304157547,-3.899633872,9.63E-05,0.000326909,1.186103071,-2.27537301
ENSG00000124406,105.3168748,-1.731295725,0.214398641,-8.075124533,6.74E-16,9.09E-15,1.731295725,-3.320258862
ENSG00000124466,20.40169789,2.088956984,0.625906385,3.337491089,0.000845384,0.002360481,2.088956984,4.254403839
ENSG00000124479,118.4280088,9.310514587,1.051575057,8.853875458,8.45E-19,1.43E-17,9.310514587,634.9567811
ENSG00000124491,84.44901065,-4.45311284,0.356832209,-12.47957086,9.65E-36,5.23E-34,4.45311284,-21.90385415
ENSG00000124496,285.2302142,-3.157543379,0.364204682,-8.669694637,4.33E-18,6.90E-17,3.157543379,-8.923089922
ENSG00000124508,117.478148,-1.197847132,0.182245139,-6.572724732,4.94E-11,3.97E-10,1.197847132,-2.293970966
ENSG00000124731,889.9463428,4.199129579,0.250832386,16.74077916,6.61E-63,1.22E-60,4.199129579,18.36808832
ENSG00000124762,7067.553633,2.694571694,0.438377581,6.146691369,7.91E-10,5.52E-09,2.694571694,6.473615564
ENSG00000124875,174.6998886,8.88718584,1.023648545,8.681872194,3.89E-18,6.23E-17,8.88718584,473.4885868
ENSG00000124882,1998.991697,6.033660213,0.458169356,13.16906104,1.32E-39,8.88E-38,6.033660213,65.51077055
ENSG00000125144,114.407464,4.623586171,0.476739962,9.698339857,3.06E-22,6.81E-21,4.623586171,24.6512034
