Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC
ENSG00000143322,2490.051823,1.682805677,0.240643343,6.992945064,2.69E-12,2.48E-11,1.682805677,3.210517088
ENSG00000143333,136.8572662,5.960031191,0.984608167,6.053201047,1.42E-09,9.66E-09,5.960031191,62.25126247
ENSG00000143344,6569.816358,1.053604193,0.253239221,4.16050953,3.18E-05,0.000117825,1.053604193,2.075708987
ENSG00000143384,6834.95262,1.10094686,0.141069968,7.804261091,5.99E-15,7.31E-14,1.10094686,2.144954225
ENSG00000143387,516.1812987,-3.608341363,0.847184467,-4.259215678,2.05E-05,7.85E-05,3.608341363,-12.19604407
ENSG00000143398,689.7249253,1.022190517,0.128865285,7.932241129,2.15E-15,2.77E-14,1.022190517,2.03100039
ENSG00000143479,179.4308487,4.506061073,0.422717762,10.65973914,1.57E-26,4.67E-25,4.506061073,22.72267963
ENSG00000143486,111.3249676,-1.06923314,0.145851944,-7.330948836,2.29E-13,2.41E-12,1.06923314,-2.098317716
ENSG00000143514,1388.868648,1.15740175,0.200974746,5.758941211,8.46E-09,5.30E-08,1.15740175,2.230553497
ENSG00000143537,407.035255,-1.434021333,0.218721375,-6.556384047,5.51E-11,4.41E-10,1.434021333,-2.701988124
ENSG00000143545,1276.500741,2.2320345,0.154230862,14.47203545,1.82E-47,1.75E-45,2.2320345,4.697960229
ENSG00000143546,4162.019842,2.867063752,0.319001834,8.98760899,2.53E-19,4.48E-18,2.867063752,7.295787716
ENSG00000143653,344.8208595,-1.820868163,0.145242638,-12.53673296,4.70E-36,2.60E-34,1.820868163,-3.532937343
ENSG00000143772,338.7122376,-1.990738153,0.314873097,-6.32235073,2.58E-10,1.91E-09,1.990738153,-3.974402961
ENSG00000143801,225.6517917,-1.516401228,0.294816994,-5.143533992,2.70E-07,1.40E-06,1.516401228,-2.860765469
ENSG00000143819,630.3882983,-1.012794158,0.239509455,-4.228618698,2.35E-05,8.91E-05,1.012794158,-2.017815348
ENSG00000143842,44.84235232,-1.689530216,0.240737472,-7.018143872,2.25E-12,2.09E-11,1.689530216,-3.225516544
ENSG00000143878,211.1845866,-1.067637495,0.207562339,-5.143695635,2.69E-07,1.40E-06,1.067637495,-2.095998225
ENSG00000143891,132.2359482,-4.262436377,0.224169433,-19.0143514,1.30E-80,3.81E-78,4.262436377,-19.19204283
ENSG00000143924,2164.411211,1.190384349,0.19213435,6.195583205,5.81E-10,4.11E-09,1.190384349,2.282135336
ENSG00000143933,5832.94591,-1.120712799,0.132282092,-8.472142977,2.41E-17,3.65E-16,1.120712799,-2.174543846
ENSG00000144218,15.54161917,1.335767646,0.462825075,2.886117714,0.003900263,0.009330527,1.335767646,2.524097512
ENSG00000144485,15.85999204,-2.534705394,0.497657396,-5.093273832,3.52E-07,1.79E-06,2.534705394,-5.794585214
ENSG00000144504,33.7265208,-1.195082085,0.255608028,-4.675448168,2.93E-06,1.28E-05,1.195082085,-2.289578588
ENSG00000144597,2159.961923,2.007947862,0.138808582,14.46558873,2.00E-47,1.89E-45,2.007947862,4.022096964
ENSG00000144647,51.50802107,-1.110873218,0.25743144,-4.31521969,1.59E-05,6.20E-05,1.110873218,-2.159763315
ENSG00000144655,750.7056623,2.915050149,0.632485413,4.60888123,4.05E-06,1.73E-05,2.915050149,7.542538468
ENSG00000144668,19.05110141,-1.03823521,0.34247037,-3.031605947,0.002432565,0.00612009,1.03823521,-2.053713892
ENSG00000144677,55.12703641,-1.378044634,0.280873836,-4.906276257,9.28E-07,4.41E-06,1.378044634,-2.599158536
ENSG00000144681,89.16618244,3.985043889,0.429279236,9.283104229,1.65E-20,3.24E-19,3.985043889,15.83498822
ENSG00000144749,57.90515262,2.311724586,0.3098092,7.46176869,8.54E-14,9.40E-13,2.311724586,4.964762091
ENSG00000144791,371.8112073,-1.660768137,0.189175886,-8.77896318,1.65E-18,2.72E-17,1.660768137,-3.16184827
ENSG00000144802,1714.442854,4.497375762,0.407015707,11.04963688,2.20E-28,7.44E-27,4.497375762,22.58629552
ENSG00000144827,170.4152026,-1.368230373,0.236468355,-5.786103488,7.20E-09,4.55E-08,1.368230373,-2.581537175
ENSG00000144843,704.1760613,1.618128645,0.178762284,9.051845876,1.41E-19,2.55E-18,1.618128645,3.069765911
ENSG00000144959,2497.73141,-2.057281481,0.234457585,-8.774642444,1.71E-18,2.82E-17,2.057281481,-4.162013028
ENSG00000145014,15.09745605,2.630152742,0.480072344,5.478659151,4.29E-08,2.46E-07,2.630152742,6.190915388
ENSG00000145287,103.0285767,1.394774964,0.345674451,4.034937953,5.46E-05,0.000194039,1.394774964,2.629475334
ENSG00000145349,123.8724924,-2.01099078,0.221511149,-9.078508204,1.10E-19,2.02E-18,2.01099078,-4.030589283
ENSG00000145416,962.6122589,-2.113754976,0.82823241,-2.552127821,0.010706723,0.022692818,2.113754976,-4.32816343
ENSG00000145569,365.200549,-2.570673787,0.238276187,-10.78863072,3.90E-27,1.21E-25,2.570673787,-5.940868218
ENSG00000145703,2783.065695,-1.475282625,0.242201653,-6.091133584,1.12E-09,7.70E-09,1.475282625,-2.780381065
ENSG00000145708,17.68185913,-1.540084536,0.340837861,-4.518525406,6.23E-06,2.58E-05,1.540084536,-2.908115434
ENSG00000145730,322.1333372,-1.10529394,0.188954367,-5.849528411,4.93E-09,3.18E-08,1.10529394,-2.151427076
ENSG00000145779,6293.622288,1.884343744,0.103718087,18.16793769,9.26E-74,2.19E-71,1.884343744,3.691849505
ENSG00000145901,10886.32894,3.542513438,0.133750231,26.4860361,1.40E-154,1.41E-151,3.542513438,11.65206248
ENSG00000145911,31.26847206,3.336065736,0.569294653,5.859998368,4.63E-09,3.00E-08,3.336065736,10.09847638
ENSG00000145936,23.36401909,1.350186005,0.46588209,2.89812816,0.003753972,0.009018231,1.350186005,2.54944993
ENSG00000145945,20.54392458,-1.395197311,0.311478203,-4.479277515,7.49E-06,3.08E-05,1.395197311,-2.630245222
ENSG00000145979,365.7892333,1.579446263,0.222745038,7.090825821,1.33E-12,1.29E-11,1.579446263,2.988551208
ENSG00000146054,8.311999235,-1.473428539,0.611118653,-2.411035128,0.015907316,0.032108322,1.473428539,-2.776810141
ENSG00000146072,226.0318161,-2.170644124,0.494868189,-4.386307655,1.15E-05,4.60E-05,2.170644124,-4.502243619
ENSG00000146112,4319.368881,1.43020526,0.110069661,12.9936374,1.33E-38,8.50E-37,1.43020526,2.694850537
ENSG00000146192,133.495445,-1.734676894,0.324877968,-5.339472246,9.32E-08,5.15E-07,1.734676894,-3.328049505
ENSG00000146278,4702.807888,1.641180754,0.134185468,12.23068921,2.13E-34,1.07E-32,1.641180754,3.119210149
ENSG00000146373,98.49212741,-1.895884132,0.213402745,-8.884066279,6.45E-19,1.10E-17,1.895884132,-3.721499732
ENSG00000146376,1284.388171,-1.338492373,0.24789505,-5.399431616,6.69E-08,3.77E-07,1.338492373,-2.52886912
ENSG00000146409,172.7351289,-4.402430675,0.291611869,-15.0968844,1.70E-51,1.91E-49,4.402430675,-21.14772659
ENSG00000146416,18.52229141,-1.102867976,0.35347993,-3.120029969,0.001808326,0.004680786,1.102867976,-2.147812383
ENSG00000146457,6932.577987,2.326911358,0.141861935,16.40264784,1.83E-60,3.10E-58,2.326911358,5.017300535
ENSG00000146592,101.1308335,1.368867345,0.467765884,2.926394148,0.003429162,0.008339555,1.368867345,2.582677214
ENSG00000146676,1140.74009,1.224194616,0.212044947,5.773278889,7.77E-09,4.89E-08,1.224194616,2.336249922
ENSG00000146859,751.5314224,-1.261297941,0.332417049,-3.794323862,0.000148046,0.000483149,1.261297941,-2.397113036
ENSG00000147130,90.02372696,-1.676609368,0.266805743,-6.2840078,3.30E-10,2.42E-09,1.676609368,-3.196757633
ENSG00000147145,7.686109207,5.863202258,1.02133804,5.740706828,9.43E-09,5.86E-08,5.863202258,58.21028831
ENSG00000147324,948.9611642,-1.734573138,0.249210317,-6.960278217,3.40E-12,3.10E-11,1.734573138,-3.327810166
ENSG00000147394,319.4995574,-1.160565968,0.262973689,-4.413239862,1.02E-05,4.10E-05,1.160565968,-2.235451069
ENSG00000147408,23.91370926,1.422476787,0.301314697,4.720900781,2.35E-06,1.04E-05,1.422476787,2.680452904
ENSG00000147443,390.4390242,-2.272487999,0.208161939,-10.91692365,9.57E-28,3.08E-26,2.272487999,-4.83155639
ENSG00000147454,767.2891422,3.405883304,0.224397622,15.17789393,4.95E-52,5.73E-50,3.405883304,10.59919876
ENSG00000147614,174.3596438,-3.808648269,0.313713805,-12.14051855,6.44E-34,3.10E-32,3.808648269,-14.01255635
ENSG00000147650,1796.645257,2.394016262,0.226581866,10.56578931,4.29E-26,1.23E-24,2.394016262,5.256185756
ENSG00000147804,25.65497525,-1.125365161,0.259873623,-4.330432409,1.49E-05,5.82E-05,1.125365161,-2.181567572
ENSG00000147813,125.7667004,-1.897089076,0.273058428,-6.947557307,3.72E-12,3.38E-11,1.897089076,-3.72460924
ENSG00000147853,159.569285,-1.00333504,0.13420309,-7.476243926,7.65E-14,8.47E-13,1.00333504,-2.004628695
ENSG00000147872,3725.227843,-1.759335717,0.115246526,-15.26584594,1.29E-52,1.54E-50,1.759335717,-3.385422088
ENSG00000147955,190.9461936,-1.109777393,0.158416877,-7.00542401,2.46E-12,2.28E-11,1.109777393,-2.15812345
ENSG00000148090,29.5077384,-1.924794793,0.306244303,-6.285161134,3.28E-10,2.40E-09,1.924794793,-3.796828389
ENSG00000148154,2476.234244,1.066027821,0.191096045,5.578492331,2.43E-08,1.44E-07,1.066027821,2.093660938
ENSG00000148158,776.0112123,-1.293335237,0.195012462,-6.632064557,3.31E-11,2.72E-10,1.293335237,-2.450940119
ENSG00000148218,132.7580729,-1.712077363,0.17168698,-9.972086182,2.02E-23,4.97E-22,1.712077363,-3.276322475
ENSG00000148344,51.8748677,5.691732779,0.649505431,8.763179656,1.90E-18,3.11E-17,5.691732779,51.68711522
ENSG00000148362,44.2337491,-1.107051685,0.216670986,-5.109367454,3.23E-07,1.65E-06,1.107051685,-2.15404992
ENSG00000148400,925.076089,-1.157867808,0.198780415,-5.824858574,5.72E-09,3.67E-08,1.157867808,-2.231274186
ENSG00000148450,30.82779853,-1.157344632,0.297116203,-3.895259229,9.81E-05,0.00033249,1.157344632,-2.230465188
ENSG00000148459,539.4724998,1.977291477,0.250862158,7.881983856,3.22E-15,4.06E-14,1.977291477,3.937531533
ENSG00000148481,249.9200138,1.212066417,0.225785062,5.368231209,7.95E-08,4.44E-07,1.212066417,2.316692263
ENSG00000148483,30.10536083,1.486639761,0.455938473,3.260614859,0.001111709,0.00301641,1.486639761,2.802355066
ENSG00000148677,460.6888862,8.765024901,0.513084151,17.08301629,1.99E-65,3.79E-63,8.765024901,435.0462284
ENSG00000148680,69.93309454,1.445838603,0.387288637,3.733232695,0.000189038,0.000605102,1.445838603,2.724211289
ENSG00000148700,200.4177922,-1.962677272,0.184775046,-10.62198232,2.36E-26,6.81E-25,1.962677272,-3.897846486
ENSG00000148737,160.643491,2.603541135,0.325384049,8.001440578,1.23E-15,1.61E-14,2.603541135,6.07776602
ENSG00000148803,220.6940795,-1.106954719,0.251561115,-4.400341116,1.08E-05,4.33E-05,1.106954719,-2.153905148
ENSG00000148814,16.56411156,-1.191591479,0.394116652,-3.023448701,0.002499114,0.006277014,1.191591479,-2.28404564
ENSG00000148832,18.87270916,-1.271638277,0.326856668,-3.890507373,0.000100035,0.000338117,1.271638277,-2.414355762
ENSG00000148841,574.5267491,1.255920845,0.26730365,4.698479967,2.62E-06,1.15E-05,1.255920845,2.38819534
ENSG00000148908,663.4986204,-1.73563814,0.132059974,-13.14280234,1.87E-39,1.24E-37,1.73563814,-3.330267675
ENSG00000148926,558.6301941,3.008135911,0.249770901,12.04358031,2.10E-33,9.73E-32,3.008135911,8.04524252
ENSG00000149131,110.1705635,-3.324859099,0.488730385,-6.803053797,1.02E-11,8.91E-11,3.324859099,-10.02033682
ENSG00000149150,26.7969877,-2.504380781,0.462953655,-5.409571247,6.32E-08,3.58E-07,2.504380781,-5.674057541
ENSG00000149177,7733.426373,2.366923454,0.157226943,15.05418476,3.24E-51,3.61E-49,2.366923454,5.158399303
ENSG00000149289,2349.263077,1.970696125,0.171367657,11.49981364,1.32E-30,5.16E-29,1.970696125,3.919571994
ENSG00000149311,469.7529111,-1.351687192,0.234194237,-5.771650115,7.85E-09,4.93E-08,1.351687192,-2.552104126
ENSG00000149418,571.1764156,-3.278086377,0.431880892,-7.590255634,3.19E-14,3.68E-13,3.278086377,-9.700683332
ENSG00000149483,2481.054332,1.341522633,0.256305041,5.234086016,1.66E-07,8.82E-07,1.341522633,2.53418638
ENSG00000149557,57.7068806,5.139105083,0.440297751,11.67188583,1.77E-31,7.28E-30,5.139105083,35.2390978
ENSG00000149577,626.2532034,-1.818863054,0.178671716,-10.17991595,2.44E-24,6.30E-23,1.818863054,-3.528030551
ENSG00000149591,27.01633858,-1.712247872,0.332665862,-5.147050138,2.65E-07,1.38E-06,1.712247872,-3.27670972
ENSG00000149635,189.6044111,6.70189234,1.175356473,5.702008281,1.18E-08,7.26E-08,6.70189234,104.1047683
ENSG00000149781,5261.401825,1.083064651,0.119039272,9.098380977,9.17E-20,1.70E-18,1.083064651,2.118531605
ENSG00000149798,197.1616254,3.619330721,0.250906604,14.42501181,3.60E-47,3.36E-45,3.619330721,12.28929901
ENSG00000149948,9.619559148,3.591120146,0.889200987,4.038592174,5.38E-05,0.000191267,3.591120146,12.05132732
ENSG00000150045,14.74352228,-2.07118582,0.77625322,-2.668183223,0.007626266,0.016843613,2.07118582,-4.202319401
ENSG00000150337,53.47183575,-1.798489408,0.472977398,-3.80248489,0.000143252,0.000468903,1.798489408,-3.478558077
ENSG00000150510,133.5936355,6.723045602,0.819677549,8.202061423,2.36E-16,3.28E-15,6.723045602,105.6424315
ENSG00000150637,282.1931389,3.507820994,0.487374619,7.197381348,6.14E-13,6.13E-12,3.507820994,11.37520779
ENSG00000150681,78.22039151,-2.178826731,0.312792812,-6.965718679,3.27E-12,2.99E-11,2.178826731,-4.527851776
ENSG00000150687,15.23915393,-2.28569324,0.605622021,-3.77412505,0.00016057,0.00052049,2.28569324,-4.875983487
ENSG00000150764,21.1609668,1.367760575,0.501876737,2.725291835,0.006424467,0.014468286,1.367760575,2.580696661
ENSG00000150787,86.73306993,1.341218155,0.214343904,6.257318864,3.92E-10,2.84E-09,1.341218155,2.533651601
ENSG00000150907,148.9070325,-1.070985004,0.27655044,-3.87265702,0.000107655,0.000362143,1.070985004,-2.100867251
ENSG00000150938,3231.681522,4.219585561,0.329106605,12.82133356,1.25E-37,7.38E-36,4.219585561,18.63038472
ENSG00000150967,22.04548252,-1.037015234,0.331246828,-3.130642005,0.001744246,0.00453738,1.037015234,-2.051977959
ENSG00000150977,1396.877507,1.538972749,0.183791041,8.373491666,5.59E-17,8.16E-16,1.538972749,2.90587521
ENSG00000151012,27424.96087,2.737225595,0.108618796,25.20029397,3.98E-140,3.42E-137,2.737225595,6.667868232
ENSG00000151117,150.9437707,-2.262697269,0.394717016,-5.732454336,9.90E-09,6.14E-08,2.262697269,-4.798878439
ENSG00000151136,47.0241409,2.732770585,0.302319796,9.039337232,1.58E-19,2.85E-18,2.732770585,6.647309762
ENSG00000151176,2194.744666,-1.291820522,0.181219466,-7.128486508,1.01E-12,9.94E-12,1.291820522,-2.448368177
ENSG00000151229,154.6555679,-1.056798533,0.132163578,-7.996140433,1.28E-15,1.68E-14,1.056798533,-2.080310005
ENSG00000151239,399.9374446,1.087816791,0.111310352,9.772826815,1.47E-22,3.37E-21,1.087816791,2.125521411
ENSG00000151327,484.7951298,1.115270835,0.124868712,8.931547512,4.20E-19,7.31E-18,1.115270835,2.166356739
ENSG00000151376,25.02812792,-4.078618536,0.472351151,-8.634717053,5.89E-18,9.30E-17,4.078618536,-16.8961019
ENSG00000151413,23.14755627,-1.208183504,0.276080597,-4.376198539,1.21E-05,4.80E-05,1.208183504,-2.310465431
ENSG00000151474,50.51491928,-2.537409211,0.542093816,-4.680756611,2.86E-06,1.25E-05,2.537409211,-5.805455276
ENSG00000151490,154.5852786,-1.795083924,0.282810783,-6.347296603,2.19E-10,1.63E-09,1.795083924,-3.47035662
ENSG00000151491,40.56812285,-2.618398425,0.550261093,-4.758465494,1.95E-06,8.77E-06,2.618398425,-6.140680004
ENSG00000151502,385.2867204,-1.002007492,0.176754037,-5.668936967,1.44E-08,8.75E-08,1.002007492,-2.002784913
ENSG00000151552,120.600965,-1.066065226,0.183722516,-5.802583415,6.53E-09,4.16E-08,1.066065226,-2.093715221
ENSG00000151692,70.41043349,1.152549431,0.371685736,3.10087076,0.001929525,0.00495716,1.152549431,2.22306392
ENSG00000151693,172.2956565,4.715995924,0.278349999,16.94268343,2.18E-64,4.10E-62,4.715995924,26.28186817
ENSG00000151694,3039.571889,1.042865244,0.142680006,7.309119684,2.69E-13,2.81E-12,1.042865244,2.060315453
ENSG00000151702,445.5513382,-1.372046364,0.226900226,-6.046914929,1.48E-09,1.00E-08,1.372046364,-2.58837449
ENSG00000151715,121.5050484,3.487650534,0.333529229,10.45680626,1.36E-25,3.84E-24,3.487650534,11.2172765
ENSG00000151725,20.62496758,-1.321256783,0.301270246,-4.38561989,1.16E-05,4.62E-05,1.321256783,-2.498836975
ENSG00000151726,30922.34219,2.746785491,0.154057647,17.82959522,4.16E-71,9.11E-69,2.746785491,6.712199009
ENSG00000151743,37.15037726,1.225551558,0.326572335,3.752772129,0.00017489,0.000562209,1.225551558,2.33844834
ENSG00000151748,765.3499754,1.441747565,0.219887305,6.556756719,5.50E-11,4.40E-10,1.441747565,2.716497209
ENSG00000151790,62.12732095,-4.947159162,0.62476006,-7.918494598,2.40E-15,3.07E-14,4.947159162,-30.84915702
ENSG00000151883,227.5701213,-1.100392257,0.212588678,-5.176156446,2.27E-07,1.19E-06,1.100392257,-2.144129817
ENSG00000151914,56.42878719,-1.445281999,0.4317547,-3.347460954,0.000815555,0.002284085,1.445281999,-2.723160469
ENSG00000152229,3970.064005,3.012528965,0.281293876,10.70954338,9.18E-27,2.76E-25,3.012528965,8.069777883
ENSG00000152256,134.0539291,1.011643757,0.168487017,6.004283145,1.92E-09,1.29E-08,1.011643757,2.016206989
ENSG00000152270,591.9894581,-1.695496577,0.320776112,-5.285607354,1.25E-07,6.82E-07,1.695496577,-3.238883502
ENSG00000152413,52.16364507,2.87326487,0.571312862,5.029231902,4.92E-07,2.44E-06,2.87326487,7.327214602
ENSG00000152454,27.03898387,-1.096545767,0.302329028,-3.626994645,0.000286739,0.000882376,1.096545767,-2.138420787
ENSG00000152465,547.7243751,1.117057933,0.266367391,4.193673748,2.74E-05,0.000102893,1.117057933,2.169041916
ENSG00000152484,5220.659067,2.079513959,0.169519288,12.26712298,1.36E-34,6.96E-33,2.079513959,4.226647973
ENSG00000152503,486.0894136,1.890029571,0.134112813,14.09283368,4.20E-45,3.69E-43,1.890029571,3.706428217
ENSG00000152518,1636.81059,-1.394927506,0.266005722,-5.243975557,1.57E-07,8.40E-07,1.394927506,-2.629753374
ENSG00000152642,75.12237731,-1.486011773,0.199676192,-7.442107925,9.91E-14,1.08E-12,1.486011773,-2.8011355
ENSG00000152684,337.6530679,1.622398785,0.146229869,11.09485219,1.33E-28,4.61E-27,1.622398785,3.078865371
ENSG00000152689,433.1045482,-3.029440478,0.232914545,-13.00666078,1.12E-38,7.25E-37,3.029440478,-8.164929779
ENSG00000152767,38.39775296,-2.648309157,0.280718693,-9.434032074,3.95E-21,8.14E-20,2.648309157,-6.269320814
ENSG00000152804,132.7425639,-2.633302511,0.200152908,-13.15645394,1.56E-39,1.04E-37,2.633302511,-6.20444649
ENSG00000153044,18.47292703,-1.195158739,0.347309254,-3.441194628,0.000579152,0.001671036,1.195158739,-2.289700242
ENSG00000153107,118.1834354,-1.159665787,0.179115551,-6.474400358,9.52E-11,7.39E-10,1.159665787,-2.234056677
ENSG00000153162,41.35203714,2.821935461,0.574113435,4.915292497,8.87E-07,4.23E-06,2.821935461,7.071103915
ENSG00000153208,431.3470765,-2.287996322,0.423184183,-5.406620599,6.42E-08,3.64E-07,2.287996322,-4.883773599
ENSG00000153234,21.59452334,1.382800621,0.388916223,3.555523113,0.000377228,0.001133852,1.382800621,2.607741059
ENSG00000153317,4235.688035,1.502178835,0.210744266,7.127970138,1.02E-12,9.97E-12,1.502178835,2.832701993
ENSG00000153551,248.2077356,-1.714769885,0.150054811,-11.42762353,3.04E-30,1.17E-28,1.714769885,-3.282442833
ENSG00000153721,21.00303857,2.674701877,0.543650522,4.919892044,8.66E-07,4.13E-06,2.674701877,6.385067523
ENSG00000153786,1242.45603,-1.211760418,0.195880011,-6.186238269,6.16E-10,4.35E-09,1.211760418,-2.316200939
ENSG00000153815,871.4867107,1.28969246,0.150499092,8.569436832,1.04E-17,1.61E-16,1.28969246,2.44475935
ENSG00000153823,2224.042452,3.027549841,0.235518094,12.8548503,8.08E-38,4.86E-36,3.027549841,8.15423673
ENSG00000153898,544.8901908,5.337953189,0.301982616,17.6763592,6.38E-70,1.30E-67,5.337953189,40.44678675
ENSG00000153976,17.13211901,6.884159009,0.97455466,7.063902404,1.62E-12,1.54E-11,6.884159009,118.1240576
ENSG00000154016,18.07083309,-1.727628525,0.34676514,-4.982128612,6.29E-07,3.06E-06,1.727628525,-3.311829784
ENSG00000154099,266.3012888,6.953952873,0.88642295,7.844960322,4.33E-15,5.39E-14,6.953952873,123.9790782
ENSG00000154122,501.142103,-2.886437157,0.441391828,-6.539398729,6.18E-11,4.90E-10,2.886437157,-7.394420855
ENSG00000154146,37.14991964,-2.138754183,0.391983056,-5.456241409,4.86E-08,2.78E-07,2.138754183,-4.403815974
ENSG00000154262,23.42601994,2.251549929,0.444059628,5.070377462,3.97E-07,2.00E-06,2.251549929,4.761941605
ENSG00000154265,71.83872027,1.118051284,0.229084435,4.880520505,1.06E-06,5.00E-06,1.118051284,2.170535899
ENSG00000154309,41.47734078,-1.046517763,0.209709991,-4.990309516,6.03E-07,2.95E-06,1.046517763,-2.06553823
ENSG00000154310,1881.357187,2.974743067,0.310553598,9.578839481,9.81E-22,2.11E-20,2.974743067,7.861164652
ENSG00000154548,33.85706496,3.868472945,0.569022932,6.798448231,1.06E-11,9.18E-11,3.868472945,14.60583512
ENSG00000154640,898.9512976,3.311665708,0.175570832,18.86227724,2.33E-79,6.67E-77,3.311665708,9.929118953
ENSG00000154710,25.23994312,1.42740358,0.331000624,4.312389394,1.61E-05,6.28E-05,1.42740358,2.689622278
ENSG00000154743,12.52412714,-1.212272123,0.419963019,-2.886616367,0.003894087,0.009319461,1.212272123,-2.317022611
ENSG00000154760,42.44859677,-1.232074312,0.2685356,-4.588122818,4.47E-06,1.90E-05,1.232074312,-2.349044937
ENSG00000154783,9.057249546,-1.468092029,0.494234492,-2.970436204,0.002973772,0.007335913,1.468092029,-2.76655773
ENSG00000154813,889.0511395,1.038798418,0.086922632,11.95083942,6.43E-33,2.87E-31,1.038798418,2.054515789
ENSG00000154822,169.4360706,-1.080030711,0.218988547,-4.931904998,8.14E-07,3.91E-06,1.080030711,-2.114081084
ENSG00000154889,75.43341749,-1.932017099,0.193390949,-9.99021469,1.68E-23,4.16E-22,1.932017099,-3.815883428
ENSG00000154930,100.2238758,-2.107896475,0.250621212,-8.410686619,4.08E-17,6.01E-16,2.107896475,-4.310623248
ENSG00000155016,9.114177512,-1.632571045,0.43658234,-3.739434456,0.000184435,0.000591785,1.632571045,-3.100650776
ENSG00000155158,616.7737301,1.342800969,0.399150501,3.364147023,0.000767806,0.002160926,1.342800969,2.536432853
ENSG00000155189,261.7551483,-1.238639242,0.224308886,-5.522024838,3.35E-08,1.94E-07,1.238639242,-2.359758535
ENSG00000155254,177.9938173,-2.30867979,0.240339216,-9.605922118,7.55E-22,1.64E-20,2.30867979,-4.954295051
ENSG00000155265,8.681588762,-2.369422047,0.515252272,-4.598566909,4.25E-06,1.81E-05,2.369422047,-5.167340838
ENSG00000155304,2400.307161,1.053193526,0.157860394,6.671676792,2.53E-11,2.11E-10,1.053193526,2.075118216
ENSG00000155307,4513.774147,2.741872008,0.220263043,12.4481709,1.43E-35,7.68E-34,2.741872008,6.689377711
ENSG00000155380,499.6593306,-1.374223516,0.296131036,-4.640592669,3.47E-06,1.50E-05,1.374223516,-2.592283521
ENSG00000155465,3688.244684,1.487414549,0.139998142,10.62453064,2.29E-26,6.66E-25,1.487414549,2.803860453
ENSG00000155545,341.4463529,1.007012977,0.138400191,7.276095306,3.44E-13,3.53E-12,1.007012977,2.009745718
ENSG00000155629,15612.89528,2.411830132,0.159295902,15.14056607,8.75E-52,9.92E-50,2.411830132,5.321489558
ENSG00000155719,36.31882128,-3.153394501,0.38684231,-8.15162773,3.59E-16,4.91E-15,3.153394501,-8.897465917
ENSG00000155792,12.07223646,-3.261801637,0.524546828,-6.218323063,5.02E-10,3.58E-09,3.261801637,-9.591800399
ENSG00000155926,950.9782104,-1.160156855,0.485014541,-2.392004273,0.016756647,0.033602708,1.160156855,-2.23481724
ENSG00000155966,27.0289252,1.332558363,0.456852241,2.916825713,0.003536133,0.008556446,1.332558363,2.518488884
ENSG00000156011,800.3289053,2.655522935,0.239816326,11.07315328,1.69E-28,5.82E-27,2.655522935,6.300747235
ENSG00000156110,564.7308418,-1.122096238,0.132596697,-8.462475018,2.62E-17,3.93E-16,1.122096238,-2.176630075
ENSG00000156113,307.5457436,-4.303229585,0.840949594,-5.117107629,3.10E-07,1.59E-06,4.303229585,-19.7424562
ENSG00000156171,805.8663236,-1.252556425,0.137742873,-9.093439108,9.60E-20,1.76E-18,1.252556425,-2.382632467
ENSG00000156234,40.13874764,4.379008307,0.525618645,8.331151011,8.01E-17,1.15E-15,4.379008307,20.80716215
ENSG00000156265,223.0052261,1.234162729,0.233331559,5.289309072,1.23E-07,6.69E-07,1.234162729,2.352447831
ENSG00000156273,10452.23067,1.033098054,0.131125868,7.878674634,3.31E-15,4.16E-14,1.033098054,2.046414021
ENSG00000156299,470.6677089,-1.399727849,0.420178901,-3.331266386,0.000864518,0.002407758,1.399727849,-2.638518043
ENSG00000156313,176.5587714,2.425674058,0.175444565,13.82587178,1.78E-43,1.43E-41,2.425674058,5.372799712
ENSG00000156345,13.83851305,1.144577106,0.387245968,2.955685016,0.003119755,0.007655208,1.144577106,2.210813161
ENSG00000156521,38.82756222,-1.682557292,0.269622092,-6.240428148,4.36E-10,3.14E-09,1.682557292,-3.209964389
ENSG00000156535,2061.37295,-1.563566,0.397653733,-3.931978677,8.42E-05,0.000288904,1.563566,-2.955835537
ENSG00000156671,656.836254,1.705265657,0.142143531,11.99678696,3.69E-33,1.68E-31,1.705265657,3.260889732
ENSG00000156804,40.8385859,-1.527084076,0.321004417,-4.757205808,1.96E-06,8.82E-06,1.527084076,-2.882027449
ENSG00000156860,1102.310605,1.132998028,0.151699379,7.468705764,8.10E-14,8.94E-13,1.132998028,2.193140179
ENSG00000156869,80.26471973,-2.90512178,0.261468946,-11.11077176,1.11E-28,3.86E-27,2.90512178,-7.490810265
ENSG00000157045,1206.265703,-1.349035424,0.209309772,-6.445162168,1.15E-10,8.90E-10,1.349035424,-2.547417499
ENSG00000157193,189.4420968,1.671381569,0.179845218,9.293444573,1.49E-20,2.94E-19,1.671381569,3.185194714
ENSG00000157224,81.43788773,1.157353957,0.398076237,2.90736761,0.003644846,0.008789436,1.157353957,2.230479605
ENSG00000157227,16560.68444,4.526575864,0.118553316,38.18177355,0,0,4.526575864,23.04809911
ENSG00000157240,224.7290676,-1.068354979,0.225414995,-4.739502698,2.14E-06,9.59E-06,1.068354979,-2.09704087
